home,away,liga,data,hora,btts_liga,over_2.5_liga,home_geral,home_casa,home_fora,away_geral,away_casa,away_fora,home_ppj_geral,home_ppj_casa,home_ppj_fora,away_ppj_geral,away_ppj_casa,away_ppj_fora,vitoria_home_geral,vitoria_home_casa,vitoria_home_fora,gols_home_geral,gols_home_casa,gols_home_fora,marcados_home_geral,marcados_home_casa,marcados_home_fora,sofridos_home_geral,sofridos_home_casa,sofridos_home_fora,ambas_marcam_home_geral,ambas_marcam_home_casa,ambas_marcam_home_fora,sem_sofrer_home_geral,sem_sofrer_home_casa,sem_sofrer_home_fora,sem_marcar_home_geral,sem_marcar_home_casa,sem_marcar_home_fora,primeiro_marcar_home_geral,primeiro_marcar_home_casa,primeiro_marcar_home_fora,xg_home_geral,xg_home_casa,xg_home_fora,xga_home_geral,xga_home_casa,xga_home_fora,vitoria_away_geral,vitoria_away_casa,vitoria_away_fora,gols_away_geral,gols_away_casa,gols_away_fora,marcados_away_geral,marcados_away_casa,marcados_away_fora,sofridos_away_geral,sofridos_away_casa,sofridos_away_fora,ambas_marcam_away_geral,ambas_marcam_away_casa,ambas_marcam_away_fora,sem_sofrer_away_geral,sem_sofrer_away_casa,sem_sofrer_away_fora,sem_marcar_away_geral,sem_marcar_away_casa,sem_marcar_away_fora,primeiro_marcar_away_geral,primeiro_marcar_away_casa,primeiro_marcar_away_fora,xg_away_geral,xg_away_casa,xg_away_fora,xga_away_geral,xga_away_casa,xga_away_fora
Copenhagen,Randers,Dinamarca - Campeonato Dinamarquês,"Dom, 04 Agosto 2024",11:00,69%,69%,V V,V,V,V V,V,V,3,3,3,3,3,3,100%,100%,100%,3.5,5,2,2.5,3,2,1,2,0,50%,100%,0%,50%,0%,100%,0%,0%,0%,50%,0%,100%,1.39,1.41,1.36,1.03,0.91,1.15,100%,100%,100%,4.5,4,5,3,3,3,1.5,2,2,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,100%,0%,1.17,1.14,1.19,1.11,1.14,1.07
Lyngby,Brøndby,Dinamarca - Campeonato Dinamarquês,"Dom, 04 Agosto 2024",13:00,69%,69%,E D,D,E,V E,V,E,0.5,0,1,2,3,1,0%,0%,0%,2,2,2,0.5,0,1,1.5,2,1,50%,0%,100%,0%,0%,0%,50%,100%,0%,0%,0%,0%,0.98,1.15,0.81,1.61,1.36,1.85,50%,100%,0%,4.5,3,6,2.5,2,3,2,3,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,2.22,1.53,2.9,1.16,1.4,0.91
Esbjerg,Horsens,Dinamarca - 2ª Divisão da Dinamarca,"Dom, 04 Agosto 2024",09:00,53%,65%,V D,D,V,V D,V D,,1.5,0,3,1.5,1.5,0,50%,0%,100%,6,3,9,3.5,1,6,2.5,2,3,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,1.7,1.23,2.18,1.71,1.66,1.77,50%,50%,0%,4.5,4.5,0,2,2,0,2.5,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,50%,50%,0%,0.91,1.41,0,1.12,1.62,0
Al Ahly,Al Mokawloon,Egito - Campeonato Egípcio,"Dom, 04 Agosto 2024",15:00,50%,43%,V V V V V,V V V V V,V V V V V,E V E D E,E V D D V,E E D D V,2.59,2.71,2.47,0.81,0.69,0.93,83%,86%,80%,3.1,3.5,2.73,2.28,2.79,1.8,0.83,0.71,0.93,62%,57%,67%,38%,43%,33%,3%,7%,0%,86%,93%,80%,1.63,1.6,1.66,1.07,1.04,1.11,16%,13%,20%,2.65,2.38,2.93,1,0.88,1.13,1.65,1.8,1.8,65%,56%,73%,6%,6%,7%,32%,44%,20%,32%,25%,40%,1.18,1.18,1.17,1.41,1.32,1.5
Pyramids FC,ZED FC,Egito - Campeonato Egípcio,"Dom, 04 Agosto 2024",15:00,50%,43%,E E D D V,D V V V V,E E D V V,V V D V D,V D V E E,V D V V V,2.26,2.27,2.25,1.62,1.4,1.86,68%,67%,69%,2.52,2.67,2.38,1.74,1.73,1.75,0.77,0.93,0.63,42%,60%,25%,52%,33%,69%,13%,13%,13%,61%,60%,63%,1.75,1.82,1.69,0.93,0.98,0.89,41%,33%,50%,2.45,2.53,2.36,1.48,1.47,1.5,0.97,0.86,0.86,52%,47%,57%,28%,27%,29%,34%,40%,29%,48%,53%,43%,1.5,1.64,1.36,1.29,1.22,1.36
Once Municipal,Municipal Limeño,El Salvador - Campeonato de El Salvador,"Dom, 04 Agosto 2024",18:00,50%,60%,V E,E,V,E,,E,2,1,3,1,0,1,50%,0%,100%,3.5,4,3,2,2,2,1.5,2,1,100%,100%,100%,0%,0%,0%,0%,0%,0%,50%,0%,100%,1.05,1.08,1.02,1.28,1.23,1.31,0%,0%,0%,2,0,2,1,0,1,1,1,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,-0.18,0,0.82,0.49,0,1.49
Dragón,CD Platense,El Salvador - Campeonato de El Salvador,"Dom, 04 Agosto 2024",18:00,50%,60%,D D,D,D,D D,D,D,0,0,0,0,0,0,0%,0%,0%,2.5,3,2,0,0,0,2.5,3,2,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,1.02,0.93,1.11,1.73,1.74,1.71,0%,0%,0%,2,3,1,0.5,1,0,1.5,1,1,50%,100%,0%,0%,0%,0%,50%,0%,100%,0%,0%,0%,1.45,1.31,1.59,0.95,1.02,0.89
Fuerte San Francisco,FAS,El Salvador - Campeonato de El Salvador,"Dom, 04 Agosto 2024",18:00,50%,60%,D D,D,D,V E,V,E,0,0,0,2,3,1,0%,0%,0%,2,3,1,0,0,0,2,3,1,0%,0%,0%,0%,0%,0%,100%,100%,100%,0%,0%,0%,0.78,0.74,0.82,1.77,1.59,1.95,50%,100%,0%,3,2,4,2,2,2,1,2,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.47,1.71,1.23,1.1,1.11,1.08
El Nacional,Universidad Católica,Equador - Campeonato Equatoriano,"Dom, 04 Agosto 2024",15:00,46%,45%,V V V D V,V D V V D,V V V D D,V D D E V,V V D V E,D D E D E,1.6,1.71,1.5,1.67,2.13,1.14,53%,57%,50%,2.2,2,2.38,1.13,1.14,1.13,1.07,0.86,1.25,33%,43%,25%,33%,43%,25%,33%,14%,50%,40%,57%,25%,1.45,1.6,1.32,1.35,1.3,1.38,47%,63%,29%,3.4,3.88,2.86,2.07,2.63,1.43,1.33,1.43,1.43,67%,63%,71%,27%,25%,29%,7%,13%,0%,60%,63%,57%,1.71,1.68,1.74,1.18,1.13,1.24
Macará,LDU,Equador - Campeonato Equatoriano,"Dom, 04 Agosto 2024",17:30,46%,45%,D D V E D,D E D E E,D V D E V,E V D E E,V E V V V,E D E V V,1.2,1.29,1.13,2,2.29,1.75,27%,29%,25%,1.6,1.29,1.88,0.73,0.71,0.75,0.87,0.57,1.13,33%,14%,50%,40%,57%,25%,40%,57%,25%,40%,43%,38%,1.48,1.35,1.6,1.3,1.34,1.26,60%,71%,50%,2.93,3.14,2.75,1.8,2.14,1.5,1.13,1.25,1.25,67%,71%,63%,20%,29%,13%,13%,0%,25%,87%,100%,75%,1.43,1.86,1.06,1.4,1.19,1.59
Emelec,Deportivo Cuenca,Equador - Campeonato Equatoriano,"Dom, 04 Agosto 2024",20:00,46%,45%,E V D E V,E D V E V,V E D E E,E E V V D,E V V V E,E D D D D,1.67,1.63,1.71,1.07,1.63,0.43,40%,38%,43%,1.93,1.25,2.71,1.13,0.88,1.43,0.8,0.38,1.29,53%,25%,86%,40%,63%,14%,27%,50%,0%,47%,38%,57%,1.28,1.42,1.12,1.47,1.26,1.72,20%,38%,0%,3.27,3.75,2.71,1.67,2.38,0.86,1.6,1.86,1.86,67%,75%,57%,20%,25%,14%,27%,13%,43%,47%,38%,57%,1.36,1.63,1.05,1.45,1.2,1.73
Dundee United,Dundee,Escócia - Campeonato Escocês,"Dom, 04 Agosto 2024",09:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
St. Mirren,Hibernian,Escócia - Campeonato Escocês,"Dom, 04 Agosto 2024",11:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Celtic,Kilmarnock,Escócia - Campeonato Escocês,"Dom, 04 Agosto 2024",12:30,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
DAC,Komárno,Eslováquia - Campeonato da Eslováquia,"Dom, 04 Agosto 2024",13:00,50%,33%,E,,E,D,D,,1,0,1,0,0,0,0%,0%,0%,4,0,4,2,0,2,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.31,0,1.31,0.21,0,1.21,0%,0%,0%,5,5,0,1,1,0,4,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.13,1.13,0,0.46,1.46,0
Zemplín Michalovce,Spartak Trnava,Eslováquia - Campeonato da Eslováquia,"Dom, 04 Agosto 2024",13:00,50%,33%,E,,E,E,E,,1,0,1,1,1,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,-0.21,0,0.79,0.55,0,1.55,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,0.9,1.9,0,0.14,1.14,0
Maribor,Bravo,Eslovênia - Campeonato da Eslovênia,"Dom, 04 Agosto 2024",15:15,40%,50%,V,V,,V D,V,D,3,3,0,1.5,3,0,100%,100%,0%,5,5,0,4,4,0,1,1,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.88,1.88,0,0.22,1.22,0,50%,100%,0%,3.5,4,3,2.5,4,1,1,2,2,50%,0%,100%,50%,100%,0%,0%,0%,0%,100%,100%,100%,1.21,0.95,1.47,1.59,0.93,2.23
Kuressaare,Paide,Estônia - Campeonato da Estônia,"Dom, 04 Agosto 2024",11:00,47%,52%,E E E E D,E E D E E,E E V D D,V E V D V,V E D D D,V V D V V,1,1.09,0.9,1.67,1.6,1.73,19%,18%,20%,2.81,3.09,2.5,1.1,1.27,0.9,1.71,1.82,1.6,43%,36%,50%,29%,36%,20%,43%,45%,40%,57%,55%,60%,1.39,1.47,1.31,2.23,1.96,2.54,52%,50%,55%,2.67,2.6,2.73,1.57,1.5,1.64,1.1,1.09,1.09,48%,50%,45%,19%,10%,27%,33%,40%,27%,38%,30%,45%,2.09,2.29,1.9,1.4,1.34,1.46
Nõmme United,Tallinna FC Levadia,Estônia - Campeonato da Estônia,"Dom, 04 Agosto 2024",13:00,47%,52%,D D D D E,D E D V D,D D D E E,E V V V V,E V V V E,V V V V D,0.52,0.9,0.18,2.48,2.27,2.7,10%,20%,0%,2.57,2.7,2.45,0.62,0.7,0.55,1.95,2,1.91,52%,50%,55%,5%,10%,0%,48%,50%,45%,10%,10%,9%,1.11,1.14,1.08,2.11,2.03,2.19,76%,64%,90%,2.67,2.09,3.3,2.29,1.73,2.9,0.38,0.4,0.4,29%,27%,30%,67%,73%,60%,14%,18%,10%,76%,73%,80%,2.47,2.51,2.42,0.97,0.93,1.01
Oulu,Ilves,Finlândia - Campeonato Finlandês,"Dom, 04 Agosto 2024",10:00,62%,64%,D V V D V,V D V E V,D V E D D,V D V E E,V V E D V,D E V E E,1.06,1.5,0.67,1.71,1.89,1.5,24%,38%,11%,3.18,2.25,4,1.41,1.25,1.56,1.76,1,2.44,76%,63%,89%,18%,38%,0%,6%,0%,11%,41%,75%,11%,1.37,1.22,1.49,1.61,1.27,1.91,47%,56%,38%,3.47,4.22,2.63,2.12,2.67,1.5,1.35,1.13,1.13,53%,56%,50%,41%,44%,38%,12%,11%,13%,59%,67%,50%,1.72,1.76,1.67,1.3,1.2,1.41
KuPS,SJK,Finlândia - Campeonato Finlandês,"Dom, 04 Agosto 2024",12:30,62%,64%,V V V D D,V V D V V,V D D V V,E V V V E,E V V D V,V V E D V,2,2.57,1.6,1.88,2,1.75,59%,86%,40%,2.76,3.29,2.4,1.76,2.43,1.3,1,0.86,1.1,71%,71%,70%,18%,14%,20%,18%,14%,20%,59%,86%,40%,1.7,1.71,1.7,1.21,1.22,1.2,53%,56%,50%,3.53,3.89,3.13,2.06,2.22,1.88,1.47,1.25,1.25,65%,78%,50%,24%,11%,38%,12%,11%,13%,71%,78%,63%,1.82,1.9,1.72,1.36,1.4,1.33
EIF,Haka,Finlândia - Campeonato Finlandês,"Dom, 04 Agosto 2024",12:30,62%,64%,D D D V V,D D D V D,D V V D D,D D V V D,D V E V V,D V D V D,0.71,0.63,0.78,1.59,1.89,1.25,18%,13%,22%,3.12,2.88,3.33,1,0.75,1.22,2.12,2.13,2.11,71%,63%,78%,12%,13%,11%,24%,25%,22%,41%,63%,22%,1.21,1.12,1.29,1.87,1.85,1.89,47%,56%,38%,3.06,3.22,2.88,1.59,1.89,1.25,1.47,1.63,1.63,53%,67%,38%,35%,33%,38%,18%,11%,25%,59%,67%,50%,1.42,1.59,1.24,1.85,1.67,2.06
Gnistan,VPS,Finlândia - Campeonato Finlandês,"Dom, 04 Agosto 2024",12:30,62%,64%,V E D D E,D D V E D,V E D E D,V D D D E,V D E E V,D D E V V,1,1,1,1.65,1.67,1.63,24%,29%,20%,3.24,2.43,3.8,1.35,0.71,1.8,1.88,1.71,2,65%,43%,80%,6%,14%,0%,35%,57%,20%,24%,14%,30%,1.61,1.75,1.51,1.59,1.66,1.54,47%,44%,50%,3.18,3.33,3,1.71,1.89,1.5,1.47,1.5,1.5,88%,89%,88%,12%,11%,13%,6%,0%,13%,59%,78%,38%,1.62,1.82,1.39,1.46,1.52,1.4
Saburtalo,Telavi,Geórgia - Campeonato da Geórgia,"Dom, 04 Agosto 2024",13:00,48%,47%,D D D V D,D D D E V,D V D V V,D E V D E,E V E D D,D D E E V,1.78,1.56,2,0.94,1.33,0.56,56%,44%,67%,3.44,3.22,3.67,1.83,1.67,2,1.61,1.56,1.67,56%,56%,56%,28%,33%,22%,17%,11%,22%,67%,67%,67%,2.15,2.14,2.17,1.23,1.14,1.35,22%,33%,11%,1.78,1.67,1.89,0.72,0.89,0.56,1.06,1.33,1.33,33%,22%,44%,28%,44%,11%,56%,56%,56%,39%,44%,33%,1.42,1.68,1.22,1.43,1.15,1.65
Dinamo Batumi,Kolkheti Poti,Geórgia - Campeonato da Geórgia,"Dom, 04 Agosto 2024",14:00,48%,47%,E D V D D,D D E D V,E V D V E,E E V D E,E D E V E,E V E D E,1.72,1.78,1.67,1.11,1.33,0.89,50%,56%,44%,2.44,2.56,2.33,1.33,1.44,1.22,1.11,1.11,1.11,44%,44%,44%,33%,33%,33%,28%,22%,33%,56%,56%,56%,1.72,1.85,1.55,1.46,1.48,1.43,22%,33%,11%,3.06,4.11,2,1.44,2,0.89,1.61,1.11,1.11,72%,89%,56%,17%,11%,22%,17%,0%,33%,22%,11%,33%,1.44,1.63,1.26,1.65,1.48,1.81
Guastatoya,Zacapa Tellioz,Guatemala - Campeonato da Guatemala,"Dom, 04 Agosto 2024",18:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Xinabajul,Cobán Imperial,Guatemala - Campeonato da Guatemala,"Dom, 04 Agosto 2024",20:00,0%,0%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Olimpia,Marathón,Honduras - Campeonato Hondurenho,"Dom, 04 Agosto 2024",20:15,33%,67%,V,,V,E,E,,3,0,3,1,1,0,100%,0%,100%,3,0,3,3,0,3,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.74,0,1.74,-0.24,0,0.76,0%,0%,0%,4,4,0,2,2,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.62,1.62,0,0.44,1.44,0
Juticalpa,Real Sociedad,Honduras - Campeonato Hondurenho,"Dom, 04 Agosto 2024",22:30,33%,67%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,-0.53,0,0.47,-0.46,0,0.54,0%,0%,0%,3,3,0,0,0,0,3,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.35,0.65,0,0.14,1.14,0
Puskás,Zalaegerszegi TE,Hungria - Campeonato Húngaro,"Dom, 04 Agosto 2024",13:50,50%,67%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.39,0,1.39,0.8,0,1.8,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,-0.2,0.8,0,0.43,1.43,0
Paksi SE,Újpest,Hungria - Campeonato Húngaro,"Dom, 04 Agosto 2024",13:50,50%,67%,E,,E,D,D,,1,0,1,0,0,0,0%,0%,0%,4,0,4,2,0,2,2,0,2,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.45,0,1.45,0.29,0,1.29,0%,0%,0%,3,3,0,1,1,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.8,1.8,0,0.39,1.39,0
Szentlőrinc SE,Soroksár SC,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",12:30,75%,63%,V,,V,D,D,,3,0,3,0,0,0,100%,0%,100%,1,0,1,1,0,1,0,0,0,0%,0%,0%,100%,0%,100%,0%,0%,0%,100%,0%,100%,0.87,0,1.87,0.57,0,1.57,0%,0%,0%,3,3,0,1,1,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,-0.09,0.91,0,0.34,1.34,0
Gyirmót,Mezőkövesd-Zsóry,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,V,,V,E,E,,3,0,3,1,1,0,100%,0%,100%,3,0,3,2,0,2,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.34,0,1.34,-0.09,0,0.91,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,100%,0%,100%,100%,0%,0%,0%,0%,,,,,,
Vasas,Kazincbarcika,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,V,V,,D,,D,3,3,0,0,0,0,100%,100%,0%,4,4,0,3,3,0,1,1,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.52,1.52,0,-0.08,0.92,0,0%,0%,0%,5,0,5,2,0,2,3,3,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.52,0,1.52,0.75,0,1.75
Kozármisleny,Szeged 2011,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,E,E,,D,,D,1,1,0,0,0,0,0%,0%,0%,2,2,0,1,1,0,1,1,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,5,0,5,2,0,2,3,3,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,1.27,0,2.27,0.16,0,1.16
Békéscsaba,Ajka,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,E,,E,D,D,,1,0,1,0,0,0,0%,0%,0%,2,0,2,1,0,1,1,0,1,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,,,,,,,0%,0%,0%,1,1,0,0,0,0,1,0,0,0%,0%,0%,0%,0%,0%,100%,100%,0%,0%,0%,0%,0.57,1.57,0,0.87,1.87,0
Honvéd W,Tatabánya,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,E,,E,V,V,,1,0,1,3,3,0,0%,0%,0%,6,0,6,3,0,3,3,0,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,0.89,0,1.89,0.64,0,1.64,100%,100%,0%,5,5,0,3,3,0,2,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.16,1.16,0,1.27,2.27,0
Várda SE,Budafoki MTE,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,D,,D,E,E,,0,0,0,1,1,0,0%,0%,0%,4,0,4,1,0,1,3,0,3,100%,0%,100%,0%,0%,0%,0%,0%,0%,100%,0%,100%,-0.08,0,0.92,0.52,0,1.52,0%,0%,0%,6,6,0,3,3,0,3,0,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.64,1.64,0,0.89,1.89,0
Csákvári TK,BVSC,Hungria - 2ª Divisão da Hungria,"Dom, 04 Agosto 2024",14:00,75%,63%,V,V,,E,,E,3,3,0,1,0,1,100%,100%,0%,5,5,0,3,3,0,2,2,0,100%,100%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,0.75,1.75,0,0.52,1.52,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,100%,0%,100%,100%,0%,100%,0%,0%,0%,,,,,,
07 Vestur,KÍ,Ilhas Faroé - Campeonato das Ilhas Faroé,"Dom, 04 Agosto 2024",11:00,47%,67%,D V V D E,V D V D E,D V E D D,V V D V D,V D V V V,V D V V V,1.31,1.43,1.22,2.25,2.63,1.88,38%,43%,33%,3.56,3,4,1.44,1.29,1.56,2.13,1.71,2.44,56%,43%,67%,19%,29%,11%,25%,29%,22%,44%,43%,44%,1.44,1.55,1.36,2.09,1.74,2.35,75%,88%,63%,3,3.88,2.13,2,3,1,1,1.13,1.13,38%,38%,38%,38%,50%,25%,25%,13%,38%,44%,63%,25%,2.34,2.33,2.36,1.33,1.25,1.41
Grays Athletic,Hullbridge Sports,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",09:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Berks County,Clevedon Town,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",09:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Cambridge City,Lakenheath,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",10:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
AFC Emley,St Helens,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",10:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Hallam,Lower Breck,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",10:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Peacehaven & Telscombe,Shoreham,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",11:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Littlehampton Town,Tooting & Mitcham United,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",11:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
Beverley Town,Whitley Bay,Inglaterra - Copa da Inglaterra,"Dom, 04 Agosto 2024",11:00,44%,44%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
St Patrick's Athl.,Sligo Rovers,Irlanda - Campeonato Irlandês,"Dom, 04 Agosto 2024",14:00,45%,42%,D E V E D,E V D V D,D E E E D,V V V V D,V V V V D,V D D V E,1.12,1.54,0.67,1.48,1.69,1.25,28%,46%,8%,2.08,2.23,1.92,0.96,1.23,0.67,1.12,1,1.25,48%,54%,42%,32%,31%,33%,36%,23%,50%,28%,31%,25%,1.3,1.41,1.17,1.28,1.23,1.35,40%,46%,33%,2.28,1.69,2.92,1.16,1,1.33,1.12,1.58,1.58,36%,31%,42%,40%,46%,33%,40%,46%,33%,48%,46%,50%,1.16,1.28,1.02,1.62,1.41,1.85
Cesena,Calcio Padova,Itália - Copa da Itália,"Dom, 04 Agosto 2024",15:30,100%,100%,,,,,,,0,0,0,0,0,0,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,
